,Unnamed: 0,Article_Title,Label,Link,article
172,172,Gamma Function,3,https://en.wikipedia.org/wiki/Gamma_function," in mathematics, the gamma function (represented by γ, the capital letter gamma from the greek alphabet) is one commonly used extension of the factorial function to complex numbers. the gamma function is defined for all complex numbers except the non-positive integers. for any positive integer n, derived by daniel bernoulli, for complex numbers with a positive real part, the gamma function is defined via a convergent improper integral: the gamma function then is defined as the analytic continuation of this integral function to a meromorphic function that is holomorphic in the whole complex plane except zero and the negative integers, where the function has simple poles. the gamma function has no zeroes, so the reciprocal gamma function  /γ(z) is an entire function. in fact, the gamma function corresponds to the mellin transform of the negative exponential function: other extensions of the factorial function do exist, but the gamma function is the most popular and useful. it is a component in various probability-distribution functions, and as such it is applicable in the fields of probability and statistics, as well as combinatorics. the gamma function can be seen as a solution to the following interpolation problem: a plot of the first few factorials makes clear that such a curve can be drawn, but it would be preferable to have a formula that precisely describes the curve, in which the number of operations does not depend on the size of x. the simple formula for the factorial, x! =   ×   × ⋯ × x, cannot be used directly for fractional values of x since it is only valid when x is a natural number (or positive integer). there are, relatively speaking, no such simple solutions for factorials; no finite combination of sums, products, powers, exponential functions, or logarithms will suffice to express x!; but it is possible to find a general formula for factorials using tools such as integrals and limits from calculus. a good solution to this is the gamma function. "
173,173,Gaussian elimination,2,https://en.wikipedia.org/wiki/Gaussian_elimination,"in mathematics, gaussian elimination, also known as row reduction, is an algorithm for solving systems of linear equations. it consists of a sequence of operations performed on the corresponding matrix of coefficients. this method can also be used to compute the rank of a matrix, the determinant of a square matrix, and the inverse of an invertible matrix. the method is named after carl friedrich gauss (    –    ) although some special cases of the method—albeit presented without proof—were known to chinese mathematicians as early as circa     ce. to perform row reduction on a matrix, one uses a sequence of elementary row operations to modify the matrix until the lower left-hand corner of the matrix is filled with zeros, as much as possible. there are three types of elementary row operations: using these operations, a matrix can always be transformed into an upper triangular matrix, and in fact one that is in row echelon form. once all of the leading coefficients (the leftmost nonzero entry in each row) are  , and every column containing a leading coefficient has zeros elsewhere, the matrix is said to be in reduced row echelon form. this final form is unique; in other words, it is independent of the sequence of row operations used. for example, in the following sequence of row operations (where two elementary operations on different rows are done at the first and third steps), the third and fourth matrices are the ones in row echelon form, and the final matrix is the unique reduced row echelon form. using row operations to convert a matrix into reduced row echelon form is sometimes called gauss–jordan elimination. in this case, the term gaussian elimination refers to the process until it has reached its upper triangular, or (unreduced) row echelon form. for computational reasons, when solving systems of linear equations, it is sometimes preferable to stop row operations before the matrix is completely reduced. the process of row reduction makes use of elementary row operations, and can be divided into two parts. the first part (sometimes called forward elimination) reduces a given system to row echelon form, from which one can tell whether there are no solutions, a unique solution, or infinitely many solutions. the second part (sometimes called back substitution) continues to use row operations until the solution is found; in other words, it puts the matrix into reduced row echelon form. another point of view, which turns out to be very useful to analyze the algorithm, is that row reduction produces a matrix decomposition of the original matrix. the elementary row operations may be viewed as the multiplication on the left of the original matrix by elementary matrices. alternatively, a sequence of elementary operations that reduces a single row may be viewed as multiplication by a frobenius matrix. then the first part of the algorithm computes an lu decomposition, while the second part writes the original matrix as the product of a uniquely determined invertible matrix and a uniquely determined reduced row echelon matrix. there are three types of elementary row operations which may be performed on the rows of a matrix: if the matrix is associated to a system of linear equations, then these operations do not change the solution set. therefore, if one's goal is to solve a system of linear equations, then using these row operations could make the problem easier. for each row in a matrix, if the row does not consist of only zeros, then the leftmost nonzero entry is called the leading coefficient (or pivot) of that row. so if two leading coefficients are in the same column, then a row operation of type   could be used to make one of those coefficients zero. then by using the row swapping operation, one can always order the rows so that for every non-zero row, the leading coefficient is to the right of the leading coefficient of the row above. if this is the case, then matrix is said to be in row echelon form. so the lower left part of the matrix contains only zeros, and all of the zero rows are below the non-zero rows. the word ""echelon"" is used here because one can roughly think of the rows being ranked by their size, with the largest being at the top and the smallest being at the bottom. for example, the following matrix is in row echelon form, and its leading coefficients are shown in red: "
174,174,Geometric Mean,1,https://en.wikipedia.org/wiki/Geometric_mean,"in mathematics, the geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values (as opposed to the arithmetic mean which uses their sum). the geometric mean is defined as the nth root of the product of n numbers, i.e., for a set of numbers x , x , ..., xn, the geometric mean is defined as or, equivalently, as the arithmetic mean in logscale: for instance, the geometric mean of two numbers, say   and  , is just the square root of their product, that is,   ⋅   =   {\displaystyle {\sqrt { \cdot  }}= } . as another example, the geometric mean of the three numbers  ,  , and  /   is the cube root of their product ( / ), which is  / , that is,   ⋅   ⋅   /      =   /   {\displaystyle {\sqrt[{ }]{ \cdot  \cdot  /  }}= / } . the geometric mean applies only to positive numbers. the geometric mean is often used for a set of numbers whose values are meant to be multiplied together or are exponential in nature, such as a set of growth figures: values of the human population or interest rates of a financial investment over time. it also applies to benchmarking, where it is particularly useful for computing means of speedup ratios: since the mean of  . x (half as fast) and  x (twice as fast) will be   (i.e., no speedup overall). the geometric mean can be understood in terms of geometry. the geometric mean of two numbers, a {\displaystyle a} and b {\displaystyle b} , is the length of one side of a square whose area is equal to the area of a rectangle with sides of lengths a {\displaystyle a} and b {\displaystyle b} . similarly, the geometric mean of three numbers, a {\displaystyle a} , b {\displaystyle b} , and c {\displaystyle c} , is the length of one edge of a cube whose volume is the same as that of a cuboid with sides whose lengths are equal to the three given numbers. the geometric mean is one of the three classical pythagorean means, together with the arithmetic mean and the harmonic mean. for all positive data sets containing at least one pair of unequal values, the harmonic mean is always the least of the three means, while the arithmetic mean is always the greatest of the three and the geometric mean is always in between (see inequality of arithmetic and geometric means.) the geometric mean of a data set { a   , a   , … , a n } {\textstyle \left\{a_{ },a_{ },\,\ldots ,\,a_{n}\right\}} is given by: the above figure uses capital pi notation to show a series of multiplications. each side of the equal sign shows that a set of values is multiplied in succession (the number of values is represented by ""n"") to give a total product of the set, and then the nth root of the total product is taken to give the geometric mean of the original set. for example, in a set of four numbers {   ,   ,   ,   } {\textstyle \{ , , , \}} , the product of   ×   ×   ×   {\textstyle  \times  \times  \times  } is    {\textstyle   } , and the geometric mean is the fourth root of   , or ~  .   . the exponent   n {\textstyle {\frac { }{n}}} on the left side is equivalent to the taking nth root. for example,        =      {\textstyle   ^{\frac { }{ }}={\sqrt[{ }]{  }}} . the geometric mean of a data set is less than the data set's arithmetic mean unless all members of the data set are equal, in which case the geometric and arithmetic means are equal. this allows the definition of the arithmetic-geometric mean, an intersection of the two which always lies in between. the geometric mean is also the arithmetic-harmonic mean in the sense that if two sequences ( a n {\textstyle a_{n}} ) and ( h n {\textstyle h_{n}} ) are defined: "
175,175,Geometric probability,1,https://en.wikipedia.org/wiki/Geometric_probability,"problems of the following type, and their solution techniques, were first studied in the   th century, and the general topic became known as geometric probability. for mathematical development see the concise monograph by solomon. since the late   th century, the topic has split into two topics with different emphases. integral geometry sprang from the principle that the mathematically natural probability models are those that are invariant under certain transformation groups. this topic emphasises systematic development of formulas for calculating expected values associated with the geometric objects derived from random points, and can in part be viewed as a sophisticated branch of multivariate calculus. stochastic geometry emphasises the random geometrical objects themselves. for instance: different models for random lines or for random tessellations of the plane; random sets formed by making points of a spatial poisson process be (say) centers of discs. "
176,176,Infinite Geometric Progrtession,2,https://en.wikipedia.org/wiki/Geometric_progression,"in mathematics, a geometric progression, also known as a geometric sequence, is a sequence of non-zero numbers where each term after the first is found by multiplying the previous one by a fixed, non-zero number called the common ratio. for example, the sequence  ,  ,   ,   , ... is a geometric progression with common ratio  . similarly   ,  ,  . ,  .  , ... is a geometric sequence with common ratio  / . examples of a geometric sequence are powers rk of a fixed non-zero number r, such as  k and  k. the general form of a geometric sequence is where r ≠   is the common ratio and a ≠   is a scale factor, equal to the sequence's start value. the distinction between a progression and a series is that a progression is a sequence, whereas a series is a sum. the n-th term of a geometric sequence with initial value a = a  and common ratio r is given by such a geometric sequence also follows the recursive relation generally, to check whether a given sequence is geometric, one simply checks whether successive entries in the sequence all have the same ratio. the common ratio of a geometric sequence may be negative, resulting in an alternating sequence, with numbers alternating between positive and negative. for instance is a geometric sequence with common ratio − . the behaviour of a geometric sequence depends on the value of the common ratio. if the common ratio is: "
177,177,Geometric Series,1,https://en.wikipedia.org/wiki/Geometric_series,"in mathematics, a geometric series is the sum of an infinite number of terms that have a constant ratio between successive terms. for example, the series is geometric, because each successive term can be obtained by multiplying the previous term by  / . in general, a geometric series is written as a + ar + ar  + ar  + ... , where a is the coefficient of each term and r is the common ratio between adjacent terms. geometric series are among the simplest examples of infinite series and can serve as an introduction to taylor series and fourier series. geometric series had an important role in the early development of calculus, are used throughout mathematics, and have important applications in physics, engineering, biology, economics, computer science, queueing theory, and finance. the name geometric series indicates each term is the geometric mean of its two neighboring terms, similar to how the name arithmetic series indicates each term is the arithmetic mean of its two neighboring terms. the sequence of geometric series terms (without any of the additions) is called a geometric sequence or, equivalently, a geometric progression. the geometric series a + ar + ar  + ar  + ... is written in expanded form. every coefficient in the geometric series is the same. in contrast, the power series written as a  + a r + a r  + a r  + ... in expanded form has coefficients ai that can vary from term to term. in other words, the geometric series is a special case of the power series. the first term of a geometric series in expanded form is the coefficient a of that geometric series. in addition to the expanded form of the geometric series, there is a generator form of the geometric series written as and a closed form of the geometric series written as the derivation of the closed form from the expanded form is shown in this article's sum section. however even without that derivation, the result can be confirmed with long division: a divided by (  - r) results in a + ar + ar  + ar  + ... , which is the expanded form of the geometric series. it is often a convenience in notation to set the series equal to the sum s and work with the geometric series typically a geometric series is thought of as a sum of numbers a + ar + ar  + ar  + ... but can also be thought of as a sum of functions a + ar + ar  + ar  + ... that converges to the function a / (  - r) within the range |r| <  . the adjacent image shows the contribution each of the first nine terms (i.e., functions) make to the function a / (  - r) within the range |r| <   when a =  . changing even one of the coefficients to something other than coefficient a would (in addition to changing the geometric series to a power series) change the resulting sum of functions to some function other than a / (  - r) within the range |r| <  . as an aside, a particularly useful change to the coefficients is defined by the taylor series, which describes how to change the coefficients so that the sum of functions converges to any user selected, sufficiently smooth function within a range. the geometric series a + ar + ar  + ar  + ... is an infinite series defined by just two parameters: coefficient a and common ratio r. common ratio r is the ratio of any term with the previous term in the series. or equivalently, common ratio r is the term multiplier used to calculate the next term in the series. the following table shows several geometric series: "
178,178,Golden Ratio,0,https://en.wikipedia.org/wiki/Golden_ratio," in mathematics, two quantities are in the golden ratio if their ratio is the same as the ratio of their sum to the larger of the two quantities. expressed algebraically, for quantities a {\displaystyle a} and b {\displaystyle b} with a > b >   , {\displaystyle a>b> ,} where the greek letter phi ( φ {\displaystyle \varphi } or ϕ {\displaystyle \phi } ) represents the golden ratio.[a] it is an irrational number that is a solution to the quadratic equation x   − x −   =   , {\displaystyle x^{ }-x- = ,} with a value of the golden ratio is also called the golden mean or golden section (latin: sectio aurea). other names include extreme and mean ratio, medial section, divine proportion (latin: proportio divina), divine section (latin: sectio divina), golden proportion, golden cut, and golden number. mathematicians since euclid have studied the properties of the golden ratio, including its appearance in the dimensions of a regular pentagon and in a golden rectangle, which may be cut into a square and a smaller rectangle with the same aspect ratio. the golden ratio has also been used to analyze the proportions of natural objects as well as man-made systems such as financial markets, in some cases based on dubious fits to data. the golden ratio appears in some patterns in nature, including the spiral arrangement of leaves and other parts of vegetation. some   th-century artists and architects, including le corbusier and salvador dalí, have proportioned their works to approximate the golden ratio, believing this to be aesthetically pleasing. these often appear in the form of the golden rectangle, in which the ratio of the longer side to the shorter is the golden ratio. two quantities a {\displaystyle a} and b {\displaystyle b} are said to be in the golden ratio φ {\displaystyle \varphi } if one method for finding the value of φ {\displaystyle \varphi } is to start with the left fraction. through simplifying the fraction and substituting in b / a =   / φ , {\displaystyle b/a= /\varphi ,} therefore, multiplying by φ {\displaystyle \varphi } gives "
179,179,Goodness of fit,0,https://en.wikipedia.org/wiki/Goodness_of_fit,"the goodness of fit of a statistical model describes how well it fits a set of observations. measures of goodness of fit typically summarize the discrepancy between observed values and the values expected under the model in question. such measures can be used in statistical hypothesis testing, e.g. to test for normality of residuals, to test whether two samples are drawn from identical distributions (see kolmogorov–smirnov test), or whether outcome frequencies follow a specified distribution (see pearson's chi-square test). in the analysis of variance, one of the components into which the variance is partitioned may be a lack-of-fit sum of squares. in assessing whether a given distribution is suited to a data-set, the following tests and their underlying measures of fit can be used: in regression analysis, the following topics relate to goodness of fit: the following are examples that arise in the context of categorical data. pearson's chi-square test uses a measure of goodness of fit which is the sum of differences between observed and expected outcome frequencies (that is, counts of observations), each squared and divided by the expectation: the expected frequency is calculated by: the resulting value can be compared with a chi-square distribution to determine the goodness of fit. the chi-square distribution has (k − c) degrees of freedom, where k is the number of non-empty cells and c is the number of estimated parameters (including location and scale parameters and shape parameters) for the distribution plus one. for example, for a  -parameter weibull distribution, c =  . for example, to test the hypothesis that a random sample of     people has been drawn from a population in which men and women are equal in frequency, the observed number of men and women would be compared to the theoretical frequencies of    men and    women. if there were    men in the sample and    women, then "
180,180,Gradient,0,https://en.wikipedia.org/wiki/Gradient,"in vector calculus, the gradient of a scalar-valued differentiable function f of several variables is the vector field (or vector-valued function) ∇ f {\displaystyle \nabla f} whose value at a point p {\displaystyle p} is the vector[a] whose components are the partial derivatives of f {\displaystyle f} at p {\displaystyle p} . that is, for f : r n → r {\displaystyle f\colon \mathbb {r} ^{n}\to \mathbb {r} } , its gradient ∇ f : r n → r n {\displaystyle \nabla f\colon \mathbb {r} ^{n}\to \mathbb {r} ^{n}} is defined at the point p = ( x   , … , x n ) {\displaystyle p=(x_{ },\ldots ,x_{n})} in n-dimensional space as the vector[b] the nabla symbol ∇ {\displaystyle \nabla } , written as an upside-down triangle and pronounced ""del"", denotes the vector differential operator. the gradient vector can be interpreted as the ""direction and rate of fastest increase"". if the gradient of a function is non-zero at a point p, the direction of the gradient is the direction in which the function increases most quickly from p, and the magnitude of the gradient is the rate of increase in that direction, the greatest absolute directional derivative. further, the gradient is the zero vector at a point if and only if it is a stationary point (where the derivative vanishes). the gradient thus plays a fundamental role in optimization theory, where it is used to maximize a function by gradient ascent. the gradient is dual to the total derivative d f {\displaystyle df} : the value of the gradient at a point is a tangent vector – a vector at each point; while the value of the derivative at a point is a cotangent vector – a linear function on vectors.[c] they are related in that the dot product of the gradient of f at a point p with another tangent vector v equals the directional derivative of f at p of the function along v; that is, ∇ f ( p ) ⋅ v = ∂ f ∂ v ( p ) = d f p ( v ) {\textstyle \nabla f(p)\cdot \mathbf {v} ={\frac {\partial f}{\partial \mathbf {v} }}(p)=df_{p}(\mathbf {v} )} . the gradient admits multiple generalizations to more general functions on manifolds; see § generalizations. consider a room where the temperature is given by a scalar field, t, so at each point (x, y, z) the temperature is t(x, y, z), independent of time. at each point in the room, the gradient of t at that point will show the direction in which the temperature rises most quickly, moving away from (x, y, z). the magnitude of the gradient will determine how fast the temperature rises in that direction. consider a surface whose height above sea level at point (x, y) is h(x, y). the gradient of h at a point is a plane vector pointing in the direction of the steepest slope or grade at that point. the steepness of the slope at that point is given by the magnitude of the gradient vector. the gradient can also be used to measure how a scalar field changes in other directions, rather than just the direction of greatest change, by taking a dot product. suppose that the steepest slope on a hill is   %. a road going directly uphill has slope   %, but a road going around the hill at an angle will have a shallower slope. for example, if the road is at a   ° angle from the uphill direction (when both directions are projected onto the horizontal plane), then the slope along the road will be the dot product between the gradient vector and a unit vector along the road, namely   % times the cosine of   °, or   %. more generally, if the hill height function h is differentiable, then the gradient of h dotted with a unit vector gives the slope of the hill in the direction of the vector, the directional derivative of h along the unit vector. the gradient of a function f {\displaystyle f} at point a {\displaystyle a} is usually written as ∇ f ( a ) {\displaystyle \nabla f(a)} . it may also be denoted by any of the following: the gradient (or gradient vector field) of a scalar function f(x , x , x , …, xn) is denoted ∇f or ∇→f where ∇ (nabla) denotes the vector differential operator, del. the notation grad f is also commonly used to represent the gradient. the gradient of f is defined as the unique vector field whose dot product with any vector v at each point x is the directional derivative of f along v. that is, "
181,181,Gram matrix,2,https://en.wikipedia.org/wiki/Gram_matrix,"in linear algebra, the gram matrix (or gramian matrix, gramian) of a set of vectors v   , … , v n {\displaystyle v_{ },\dots ,v_{n}} in an inner product space is the hermitian matrix of inner products, whose entries are given by the inner product g i j = ⟨ v i , v j ⟩ {\displaystyle g_{ij}=\left\langle v_{i},v_{j}\right\rangle } . if the vectors v   , … , v n {\displaystyle v_{ },\dots ,v_{n}} are the columns of matrix x {\displaystyle x} then the gram matrix is x † x {\displaystyle x^{\dagger }x} in the general case that the vector coordinates are complex numbers, which simplifies to x ⊤ x {\displaystyle x^{\top }x} for the case that the vector coordinates are real numbers. an important application is to compute linear independence: a set of vectors are linearly independent if and only if the gram determinant (the determinant of the gram matrix) is non-zero. it is named after jørgen pedersen gram. for finite-dimensional real vectors in r n {\displaystyle \mathbb {r} ^{n}} with the usual euclidean dot product, the gram matrix is g = v ⊤ v {\displaystyle g=v^{\top }v} , where v {\displaystyle v} is a matrix whose columns are the vectors v k {\displaystyle v_{k}} and v ⊤ {\displaystyle v^{\top }} is its transpose whose rows are the vectors v k ⊤ {\displaystyle v_{k}^{\top }} . for complex vectors in c n {\displaystyle \mathbb {c} ^{n}} , g = v † v {\displaystyle g=v^{\dagger }v} , where v † {\displaystyle v^{\dagger }} is the conjugate transpose of v {\displaystyle v} . given square-integrable functions { ℓ i ( ⋅ ) , i =   , … , n } {\displaystyle \{\ell _{i}(\cdot ),\,i= ,\dots ,n\}} on the interval [ t   , t f ] {\displaystyle \left[t_{ },t_{f}\right]} , the gram matrix g = [ g i j ] {\displaystyle g=\left[g_{ij}\right]} is: where ℓ i ∗ ( τ ) {\displaystyle \ell _{i}^{*}(\tau )} is the complex conjugate of ℓ i ( τ ) {\displaystyle \ell _{i}(\tau )} . for any bilinear form b {\displaystyle b} on a finite-dimensional vector space over any field we can define a gram matrix g {\displaystyle g} attached to a set of vectors v   , … , v n {\displaystyle v_{ },\dots ,v_{n}} by g i j = b ( v i , v j ) {\displaystyle g_{ij}=b\left(v_{i},v_{j}\right)} . the matrix will be symmetric if the bilinear form b {\displaystyle b} is symmetric. the gram matrix is symmetric in the case the real product is real-valued; it is hermitian in the general, complex case by definition of an inner product. the gram matrix is positive semidefinite, and every positive semidefinite matrix is the gramian matrix for some set of vectors. the fact that the gramian matrix is positive-semidefinite can be seen from the following simple derivation: the first equality follows from the definition of matrix multiplication, the second and third from the bi-linearity of the inner-product, and the last from the positive definiteness of the inner product. note that this also shows that the gramian matrix is positive definite if and only if the vectors v i {\displaystyle v_{i}} are linearly independent (that is, ∑ i x i v i ≠   {\textstyle \sum _{i}x_{i}v_{i}\neq  } for all x {\displaystyle x} ). "
182,182,Graph Theory,1,https://en.wikipedia.org/wiki/Graph_theory,"in mathematics, graph theory is the study of graphs, which are mathematical structures used to model pairwise relations between objects. a graph in this context is made up of vertices (also called nodes or points) which are connected by edges (also called links or lines). a distinction is made between undirected graphs, where edges link two vertices symmetrically, and directed graphs, where edges link two vertices asymmetrically. graphs are one of the principal objects of study in discrete mathematics. definitions in graph theory vary. the following are some of the more basic ways of defining graphs and related mathematical structures. in one restricted but very common sense of the term, a graph is an ordered pair g = ( v , e ) {\displaystyle g=(v,e)} comprising: to avoid ambiguity, this type of object may be called precisely an undirected simple graph. in the edge { x , y } {\displaystyle \{x,y\}} , the vertices x {\displaystyle x} and y {\displaystyle y} are called the endpoints of the edge. the edge is said to join x {\displaystyle x} and y {\displaystyle y} and to be incident on x {\displaystyle x} and on y {\displaystyle y} . a vertex may exist in a graph and not belong to an edge. multiple edges, not allowed under the definition above, are two or more edges that join the same two vertices. in one more general sense of the term allowing multiple edges, a graph is an ordered triple g = ( v , e , ϕ ) {\displaystyle g=(v,e,\phi )} comprising: to avoid ambiguity, this type of object may be called precisely an undirected multigraph. a loop is an edge that joins a vertex to itself. graphs as defined in the two definitions above cannot have loops, because a loop joining a vertex x {\displaystyle x} to itself is the edge (for an undirected simple graph) or is incident on (for an undirected multigraph) { x , x } = { x } {\displaystyle \{x,x\}=\{x\}} which is not in { { x , y } ∣ x , y ∈ v and x ≠ y } {\displaystyle \{\{x,y\}\mid x,y\in v\;{\textrm {and}}\;x\neq y\}} . so to allow loops the definitions must be expanded. for undirected simple graphs, the definition of e {\displaystyle e} should be modified to e ⊆ { { x , y } ∣ x , y ∈ v } {\displaystyle e\subseteq \{\{x,y\}\mid x,y\in v\}} . for undirected multigraphs, the definition of ϕ {\displaystyle \phi } should be modified to ϕ : e → { { x , y } ∣ x , y ∈ v } {\displaystyle \phi :e\to \{\{x,y\}\mid x,y\in v\}} . to avoid ambiguity, these types of objects may be called undirected simple graph permitting loops and undirected multigraph permitting loops (sometimes also undirected pseudograph), respectively. v {\displaystyle v} and e {\displaystyle e} are usually taken to be finite, and many of the well-known results are not true (or are rather different) for infinite graphs because many of the arguments fail in the infinite case. moreover, v {\displaystyle v} is often assumed to be non-empty, but e {\displaystyle e} is allowed to be the empty set. the order of a graph is | v | {\displaystyle |v|} , its number of vertices. the size of a graph is | e | {\displaystyle |e|} , its number of edges. the degree or valency of a vertex is the number of edges that are incident to it, where a loop is counted twice. the degree of a graph is the maximum of the degrees of its vertices. in an undirected simple graph of order n, the maximum degree of each vertex is n −   and the maximum size of the graph is n(n −  )/ . "
183,183,Green's therom,3,https://en.wikipedia.org/wiki/Green%27s_theorem,"in vector calculus, green's theorem relates a line integral around a simple closed curve c to a double integral over the plane region d bounded by c. it is the two-dimensional special case of stokes' theorem. let c be a positively oriented, piecewise smooth, simple closed curve in a plane, and let d be the region bounded by c. if l and m are functions of (x, y) defined on an open region containing d and having continuous partial derivatives there, then where the path of integration along c is anticlockwise. in physics, green's theorem finds many applications. one is solving two-dimensional flow integrals, stating that the sum of fluid outflowing from a volume is equal to the total outflow summed about an enclosing area. in plane geometry, and in particular, area surveying, green's theorem can be used to determine the area and centroid of plane figures solely by integrating over the perimeter. the following is a proof of half of the theorem for the simplified area d, a type i region where c  and c  are curves connected by vertical lines (possibly of zero length). a similar proof exists for the other half of the theorem when d is a type ii region where c  and c  are curves connected by horizontal lines (again, possibly of zero length). putting these two parts together, the theorem is thus proven for regions of type iii (defined as regions which are both type i and type ii). the general case can then be deduced from this special case by decomposing d into a set of type iii regions. if it can be shown that "
184,184,grouped data,1,https://en.wikipedia.org/wiki/Grouped_data,"grouped data are data formed by aggregating individual observations of a variable into groups, so that a frequency distribution of these groups serves as a convenient means of summarizing or analyzing the data. there are two major types of grouping: data binning of a single-dimensional variable, replacing individual numbers by counts in bins; and grouping multi-dimensional variables by some of the dimensions (especially by independent variables), obtaining the distribution of ungrouped dimensions (especially the dependent variables). the idea of grouped data can be illustrated by considering the following raw dataset: the above data can be grouped in order to construct a frequency distribution in any of several ways. one method is to use intervals as a basis. the smallest value in the above data is   and the largest is   . the interval from   to    is broken up into smaller subintervals (called class intervals). for each class interval, the number of data items falling in this interval is counted. this number is called the frequency of that class interval. the results are tabulated as a frequency table as follows: another method of grouping the data is to use some qualitative characteristics instead of numerical intervals. for example, suppose in the above example, there are three types of students:  ) below normal, if the response time is   to    seconds,  ) normal if it is between    and    seconds, and  ) above normal if it is    seconds or more, then the grouped data looks like: yet another example of grouping the data is the use of some commonly used numerical values, which are in fact ""names"" we assign to the categories. for example, let us look at the age distribution of the students in a class. the students may be    years old,    years old or    years old. these are the age groups,   ,   , and   . note that the students in age group    are from    years and   days, to    years and     days old, and their average age is   .  years old if we look at age in a continuous scale. the grouped data looks like: an estimate, x ¯ {\displaystyle {\bar {x}}} , of the mean of the population from which the data are drawn can be calculated from the grouped data as: in this formula, x refers to the midpoint of the class intervals, and f is the class frequency. note that the result of this will be different from the sample mean of the ungrouped data. the mean for the grouped data in the above example, can be calculated as follows: thus, the mean of the grouped data is the mean for the grouped data in example   above can be calculated as follows: "
185,185,Harmonic Analysis,1,https://en.wikipedia.org/wiki/Harmonic_analysis," harmonic analysis is a branch of mathematics concerned with the representation of functions or signals as the superposition of basic waves, and the study of and generalization of the notions of fourier series and fourier transforms (i.e. an extended form of fourier analysis). in the past two centuries, it has become a vast subject with applications in areas as diverse as number theory, representation theory, signal processing, quantum mechanics, tidal analysis and neuroscience. the term ""harmonics"" originated as the ancient greek word harmonikos, meaning ""skilled in music"". in physical eigenvalue problems, it began to mean waves whose frequencies are integer multiples of one another, as are the frequencies of the harmonics of music notes, but the term has been generalized beyond its original meaning. the classical fourier transform on rn is still an area of ongoing research, particularly concerning fourier transformation on more general objects such as tempered distributions. for instance, if we impose some requirements on a distribution f, we can attempt to translate these requirements in terms of the fourier transform of f. the paley–wiener theorem is an example of this. the paley–wiener theorem immediately implies that if f is a nonzero distribution of compact support (these include functions of compact support), then its fourier transform is never compactly supported (i.e. if a signal is limited in one domain, it is unlimited in the other). this is a very elementary form of an uncertainty principle in a harmonic-analysis setting. fourier series can be conveniently studied in the context of hilbert spaces, which provides a connection between harmonic analysis and functional analysis. there are four versions of the fourier transform, dependent on the spaces that are mapped by the transformation (discrete/periodic-discrete/periodic: digital fourier transform, continuous/periodic-discrete/aperiodic: fourier analysis, discrete/aperiodic-continuous/periodic: fourier synthesis, continuous/aperiodic-continuous/aperiodic: continuous fourier transform). one of the most modern branches of harmonic analysis, having its roots in the mid-  th century, is analysis on topological groups. the core motivating ideas are the various fourier transforms, which can be generalized to a transform of functions defined on hausdorff locally compact topological groups. the theory for abelian locally compact groups is called pontryagin duality. harmonic analysis studies the properties of that duality and fourier transform and attempts to extend those features to different settings, for instance, to the case of non-abelian lie groups. for general non-abelian locally compact groups, harmonic analysis is closely related to the theory of unitary group representations. for compact groups, the peter–weyl theorem explains how one may get harmonics by choosing one irreducible representation out of each equivalence class of representations. this choice of harmonics enjoys some of the useful properties of the classical fourier transform in terms of carrying convolutions to pointwise products, or otherwise showing a certain understanding of the underlying group structure. see also: non-commutative harmonic analysis. if the group is neither abelian nor compact, no general satisfactory theory is currently known (""satisfactory"" means at least as strong as the plancherel theorem). however, many specific cases have been analyzed, for example sln. in this case, representations in infinite dimensions play a crucial role. "
186,186,Harmonic Mean,1,https://en.wikipedia.org/wiki/Harmonic_mean,"in mathematics, the harmonic mean is one of several kinds of average, and in particular, one of the pythagorean means. sometimes it is appropriate for situations when the average rate is desired. the harmonic mean can be expressed as the reciprocal of the arithmetic mean of the reciprocals of the given set of observations. as a simple example, the harmonic mean of  ,  , and   is the harmonic mean h of the positive real numbers x   , x   , … , x n {\displaystyle x_{ },x_{ },\ldots ,x_{n}} is defined to be the third formula in the above equation expresses the harmonic mean as the reciprocal of the arithmetic mean of the reciprocals. from the following formula: it is more apparent that the harmonic mean is related to the arithmetic and geometric means. it is the reciprocal dual of the arithmetic mean for positive inputs: the harmonic mean is a schur-concave function, and dominated by the minimum of its arguments, in the sense that for any positive set of arguments, min ( x   … x n ) ≤ h ( x   … x n ) ≤ n min ( x   … x n ) {\displaystyle \min(x_{ }\ldots x_{n})\leq h(x_{ }\ldots x_{n})\leq n\min(x_{ }\ldots x_{n})} . thus, the harmonic mean cannot be made arbitrarily large by changing some values to bigger ones (while having at least one value unchanged). the harmonic mean is also concave, which is an even stronger property than schur-concavity. one has to take care to only use positive numbers though, since the mean fails to be concave if negative values are used. the harmonic mean is one of the three pythagorean means. for all positive data sets containing at least one pair of nonequal values, the harmonic mean is always the least of the three means, while the arithmetic mean is always the greatest of the three and the geometric mean is always in between. (if all values in a nonempty dataset are equal, the three means are always equal to one another; e.g., the harmonic, geometric, and arithmetic means of { ,  ,  } are all  .) it is the special case m−  of the power mean: "
187,187,Harmonic progression,1,https://en.wikipedia.org/wiki/Harmonic_progression,harmonic progression may refer to: 
